timestamp,edge_id,boundary_class,guard_relation,endpoint_status_combination,failure_count,direct_angular_failure_count,cell_edge_failure_count,vmax_failure_count
2012-08-31 11:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-31 11:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-31 11:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-31 11:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2012-08-31 11:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2012-08-31 11:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-31 11:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-31 11:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-08-31 11:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-31 11:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-09-03 07:00:00,E0000,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2012-09-03 07:00:00,E0001,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2012-09-03 07:00:00,E0002,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2012-09-03 07:00:00,E0003,VMAX13,NONE,REFLEX-REFLEX,13,11,2,13
2012-09-03 07:00:00,E0004,VMAX13,NONE,REFLEX-CONVEX,14,11,3,14
2012-09-03 07:00:00,E0006,VMAX30,NONE,CONVEX-REFLEX,9,6,3,9
2012-09-03 07:00:00,E0007,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2012-09-03 07:00:00,E0008,VMAX30,NONE,REFLEX-REFLEX,18,14,4,18
2012-09-03 07:00:00,E0009,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2012-09-03 07:00:00,E0010,VMAX30,NONE,REFLEX-REFLEX,14,10,4,14
2012-09-03 07:00:00,E0012,VMAX30,NONE,REFLEX-REFLEX,8,5,3,8
2012-09-03 07:00:00,E0013,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2012-09-03 07:00:00,E0014,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-09-03 07:00:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-09-03 07:00:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-09-03 07:00:00,E0017,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2012-09-03 07:00:00,E0046,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2012-09-03 07:00:00,E0047,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-09-03 07:00:00,E0048,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-09-03 07:00:00,E0049,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-09-03 07:00:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-09-03 07:00:00,E0052,VMAX13,NONE,REFLEX-REFLEX,16,12,4,16
2012-10-15 13:00:00,E0001,VMAX13,NONE,REFLEX-REFLEX,7,5,2,7
2012-10-15 13:00:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2012-10-15 13:00:00,E0003,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2012-10-15 13:00:00,E0004,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2012-10-15 13:00:00,E0005,VMAX13,NONE,REFLEX-CONVEX,20,16,4,20
2012-10-15 13:00:00,E0007,VMAX30,NONE,CONVEX-REFLEX,6,4,2,6
2012-10-15 13:00:00,E0008,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2012-10-15 13:00:00,E0009,VMAX30,NONE,REFLEX-REFLEX,16,13,3,16
2012-10-15 13:00:00,E0012,VMAX30,NONE,REFLEX-REFLEX,22,18,4,22
2012-10-15 13:00:00,E0013,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2012-10-15 13:00:00,E0014,VMAX30,NONE,REFLEX-REFLEX,10,7,3,10
2012-10-15 13:00:00,E0015,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2012-10-15 13:00:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-10-15 13:00:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-10-15 13:00:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2012-10-15 13:00:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2012-10-15 13:00:00,E0048,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-10-15 13:00:00,E0049,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-10-15 13:00:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-10-15 13:00:00,E0051,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2013-04-07 02:00:00,E0000,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2013-04-07 02:00:00,E0001,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2013-04-07 02:00:00,E0002,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2013-04-07 02:00:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2013-04-07 02:00:00,E0004,VMAX13,NONE,REFLEX-CONVEX,21,17,4,21
2013-04-07 02:00:00,E0007,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2013-04-07 02:00:00,E0008,VMAX30,NONE,REFLEX-REFLEX,18,15,3,18
2013-04-07 02:00:00,E0009,VMAX30,NONE,REFLEX-REFLEX,12,10,2,12
2013-04-07 02:00:00,E0011,VMAX30,NONE,REFLEX-REFLEX,15,11,4,15
2013-04-07 02:00:00,E0014,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2013-04-07 02:00:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-07 02:00:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-07 02:00:00,E0017,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2013-04-07 02:00:00,E0046,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2013-04-07 02:00:00,E0047,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-07 02:00:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-07 02:00:00,E0049,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2013-04-07 02:00:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-07 02:00:00,E0051,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2013-04-17 05:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,10,7,3,10
2013-04-17 05:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2013-04-17 05:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2013-04-17 05:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2013-04-17 05:30:00,E0007,VMAX30,NONE,CONVEX-REFLEX,21,17,4,21
2013-04-17 05:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2013-04-17 05:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2013-04-17 05:30:00,E0011,VMAX30,NONE,REFLEX-REFLEX,11,8,3,11
2013-04-17 05:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2013-04-17 05:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2013-04-17 05:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,10,6,4,10
2013-04-17 05:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2013-04-17 05:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-17 05:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2013-04-17 05:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2013-04-17 05:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-17 05:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2013-04-17 05:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2013-04-17 05:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
