timestamp,edge_id,guard_relation,margin_channel,endpoint_status_combination,boundary_class,n_interior,endpoint_a_margin_pu,endpoint_b_margin_pu,endpoint_min_margin_pu,endpoint_max_margin_pu,s_e_pu,s_e_sign,predicted_midpoint_margin_pu,model_rmse_pu,failure_point_count,direct_angular_failure_count,cell_edge_failure_count,cap_role
2010-07-01 07:30:00,E0049,NONE,VMAX_MARGIN,CONVEX-REFLEX,VMAX13,9,1.56134999995672e-06,2.08995999995132e-06,1.56134999995672e-06,2.08995999995132e-06,-2.86169771123704e-05,NEGATIVE,-5.32858927813858e-06,1.15236285213231e-08,13,9,4,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0050,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,19,2.08995999995132e-06,9.21831000000317e-06,2.08995999995132e-06,9.21831000000317e-06,-7.66148488840672e-05,NEGATIVE,-1.34995772210396e-05,4.80422887823134e-08,21,17,4,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0000,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,19,6.67528000009021e-06,4.20421000013604e-06,4.20421000013604e-06,6.67528000009021e-06,-3.75081487984196e-05,NEGATIVE,-3.93729219949178e-06,1.58321708457494e-08,17,14,3,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0001,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,19,4.20421000013604e-06,8.73627000008703e-06,4.20421000013604e-06,8.73627000008703e-06,-3.03496233322803e-05,NEGATIVE,-1.11716583295854e-06,1.1291316077112e-08,10,8,2,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0002,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,19,8.73627000008703e-06,8.71920000000692e-06,8.71920000000692e-06,8.73627000008703e-06,-2.81602663225299e-05,NEGATIVE,1.6876684194145e-06,9.93673195119309e-09,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0003,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,19,8.71920000000692e-06,5.53677000003638e-06,5.53677000003638e-06,8.71920000000692e-06,-2.98178136796369e-05,NEGATIVE,-3.26468419887575e-07,1.06500644544501e-08,6,5,1,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0004,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,19,5.53677000003638e-06,4.94433000008954e-06,4.94433000008954e-06,5.53677000003638e-06,-3.61653966236328e-05,NEGATIVE,-3.80079915584524e-06,1.39479050052932e-08,17,13,4,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0005,NONE,VMAX_MARGIN,REFLEX-CONVEX,VMAX13,9,4.94433000008954e-06,5.42831999994497e-06,4.94433000008954e-06,5.42831999994497e-06,-1.14404771372325e-05,NEGATIVE,2.32620571570913e-06,2.50890578143494e-09,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0006,NONE,VMAX_MARGIN,CONVEX-CONVEX,CLASS_TRANSITION,10,5.42831999994497e-06,9.97987999995509e-06,5.42831999994497e-06,9.97987999995509e-06,0.00249911101899835,POSITIVE,0.000632481854749537,0.000149197035363177,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-02 17:30:00,E0006,NONE,VMIN_MARGIN,CONVEX-CONVEX,CLASS_TRANSITION,10,0.0932976313339999,0.093248639668,0.093248639668,0.0932976313339999,1.6660002928086e-06,POSITIVE,0.0932735520010732,1.98827490315171e-10,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
