timestamp,control_id,control_category,expected_status,observed_status,vmin_pu,vmax_pu,retry_count,classification_match
2012-08-31 11:30:00,CTRL_T028_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.90000044044302,1,0,true
2012-08-31 11:30:00,CTRL_T028_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.99936385746306,1.05000865234968,0,true
2012-09-03 07:00:00,CTRL_T029_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.984193436946524,1,0,true
2012-09-03 07:00:00,CTRL_T029_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.995119168200828,1.0499966436914,0,true
2012-09-03 07:00:00,CTRL_T029_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900001893850259,1,0,true
2012-09-03 07:00:00,CTRL_T029_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.995122789081912,1.05000876476825,0,true
2012-10-15 13:00:00,CTRL_T030_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.978971200355091,1,0,true
2012-10-15 13:00:00,CTRL_T030_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999504096131717,1.04999686184194,0,true
2012-10-15 13:00:00,CTRL_T030_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900004186133062,1,0,true
2012-10-15 13:00:00,CTRL_T030_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.999504252010224,1.05000912934508,0,true
2013-04-07 02:00:00,CTRL_T031_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.982153131684875,1,0,true
2013-04-07 02:00:00,CTRL_T031_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.997852641418114,1.04999218211459,0,true
2013-04-07 02:00:00,CTRL_T031_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900001313235995,1,0,true
2013-04-07 02:00:00,CTRL_T031_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.997853628318002,1.0500043690422,0,true
2013-04-17 05:30:00,CTRL_T032_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.978155579335122,1,0,true
2013-04-17 05:30:00,CTRL_T032_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999708909299398,1.04999654049329,0,true
2013-04-17 05:30:00,CTRL_T032_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900007015925289,1,0,true
2013-04-17 05:30:00,CTRL_T032_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.999709065430214,1.05000882864609,0,true
