timestamp,run_index_ccw,primary_class,binding_family,binding_bus,vertex_count,first_vertex_index,last_vertex_index,first_ray_angle_deg,last_ray_angle_deg,vertex_to_vertex_angular_span_deg,midpoint_transition_sector_extent_deg,concave_vertex_count,contains_signed_axis_endpoint,guard_adjacent_sector,guard_context,timestamp_class_transition_count
2011-05-11 17:30:00,3,VMAX_BUS_13,VMAX,13,14,45,5,320.000000000041,50.0000000000871,90.0000000000461,97.5000000000013,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 18:00:00,0,VMAX_BUS_30,VMAX,30,14,6,19,54.9999999998786,135.000000000075,80.0000000001964,87.500000000084,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 18:00:00,1,VMIN_BUS_18,VMIN,18,13,20,32,145.000000000019,224.999999999994,79.999999999975,87.499999999925,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 18:00:00,2,VMIN_BUS_33,VMIN,33,12,33,44,229.99999999995,310.000000000088,80.000000000138,87.500000000056,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 18:00:00,3,VMAX_BUS_13,VMAX,13,14,45,5,319.999999999968,50.0000000000475,90.0000000000795,97.499999999935,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-16 07:30:00,0,VMAX_BUS_30,VMAX,30,13,6,18,54.9999999998965,129.999999999956,75.0000000000595,82.4999999999795,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-16 07:30:00,1,VMIN_BUS_18,VMIN,18,14,19,32,139.999999999967,224.999999999943,84.999999999976,92.4999999999885,1,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-16 07:30:00,2,VMIN_BUS_33,VMIN,33,13,33,45,229.999999999957,314.999999999973,85.000000000016,92.5000000000455,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-16 07:30:00,3,VMAX_BUS_13,VMAX,13,13,46,5,325.000000000018,50.0000000000676,85.0000000000496,92.4999999999865,10,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-11 00:00:00,0,VMAX_BUS_30,VMAX,30,13,7,19,54.9999999999604,129.999999999964,75.0000000000036,82.5000000000244,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-11 00:00:00,1,VMIN_BUS_18,VMIN,18,14,20,33,139.999999999922,230.000000000043,90.000000000121,97.5000000001005,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-11 00:00:00,2,VMIN_BUS_33,VMIN,33,13,34,46,235.000000000044,315.000000000009,79.999999999965,87.5000000000075,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-11 00:00:00,3,VMAX_BUS_13,VMAX,13,13,47,6,325.000000000093,49.9999999998767,84.9999999997837,92.4999999998676,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 05:30:00,0,VMAX_BUS_30,VMAX,30,13,7,19,55.0000000000367,130.000000000001,74.9999999999643,82.4999999999878,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 05:30:00,1,VMIN_BUS_18,VMIN,18,14,20,33,139.999999999996,230.000000000073,90.000000000077,97.499999999963,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 05:30:00,2,VMIN_BUS_33,VMIN,33,13,34,46,234.99999999985,315.000000000008,80.000000000158,90.000000000017,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 05:30:00,3,VMAX_BUS_13,VMAX,13,12,47,6,329.999999999949,49.9999999999847,80.0000000000357,90.0000000000322,10,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
