timestamp,comparator,construction_status,N_out_total,N_out_inside,N_out_boundary,N_out_outside,geometric_tolerance_kw,all_input_inward_on_or_inside,coordinate_semantics,units,center_p13_abs_kw,center_p30_abs_kw,s13_positive_kw,s13_negative_kw,s30_positive_kw,s30_negative_kw,ray_angle_convention
2011-03-04 18:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,140.703125,181.09375,1588.671875,1588.671875,2280.46875,2280.46875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-03-08 11:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-74.53125,-118.75,1584.21875,1584.21875,2270.625,2270.625,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-03-08 12:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-47.03125,-80.390625,1584.84375,1584.84375,2271.953125,2271.953125,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-05-11 17:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,638.359375,874.0625,1598.828125,1598.828125,2303.125,2303.125,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-05-11 18:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,649.453125,889.765625,1598.984375,1598.984375,2303.671875,2303.671875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-05-16 07:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,302.109375,405.859375,1591.953125,1591.953125,2287.890625,2287.890625,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-09-11 00:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-21.25,-44.609375,1585.3125,1585.3125,2273.046875,2273.046875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-09-30 05:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,52,0,0,52,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-103.28125,-158.75,1583.59375,1583.59375,2269.375,2269.375,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-09-30 11:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-35.3125,-64.0625,1585,1585,2272.5,2272.5,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-11-14 17:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,640.859375,877.65625,1598.828125,1598.828125,2303.28125,2303.28125,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-11-14 19:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,688.515625,943.984375,1599.765625,1599.765625,2305.390625,2305.390625,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-12-15 05:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,52,0,0,52,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-124.375,-188.125,1583.125,1583.125,2268.4375,2268.4375,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-04 03:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,52,0,0,52,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-133.046875,-200.15625,1583.046875,1583.046875,2267.96875,2267.96875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-05 23:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-25.703125,-50.625,1585.234375,1585.234375,2272.8125,2272.8125,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-24 12:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-75.15625,-119.6875,1584.21875,1584.21875,2270.625,2270.625,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-31 11:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-91.40625,-142.109375,1583.90625,1583.90625,2269.921875,2269.921875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-09-03 07:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,216.953125,287.265625,1590.234375,1590.234375,2283.984375,2283.984375,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-10-15 13:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,52,0,0,52,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-124.140625,-187.8125,1583.203125,1583.203125,2268.4375,2268.4375,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2013-04-07 02:00:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,53,0,0,53,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,63.28125,73.359375,1587.03125,1587.03125,2276.953125,2276.953125,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2013-04-17 05:30:00,ANGULAR_INWARD_POLYGON_CANDIDATE_DIAGNOSTIC,SUCCESS_SIMPLE_ANGULAR_INWARD_POLYGON,52,0,0,52,1e-08,true,ABSOLUTE_PHYSICAL_P_PCC_SCREEN_AGAINST_ANGULAR_POLYGON,kW,-171.875,-254.296875,1582.1875,1582.1875,2266.171875,2266.171875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
