timestamp,search_kind,search_id,level,binding_class,maximum_constraint_violation_kw,inside_at_internal_enumeration_tolerance,interpretation
2010-07-02 17:30:00,RAY,90.000000,BASE,VMAX_BUS_30,-137.309559665169,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,AXIS,P13_NEGATIVE,AXIS,VMIN_BUS_18,-0.427061559701428,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,AXIS,P13_POSITIVE,AXIS,VMAX_BUS_13,-98.1600765018807,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,AXIS,P30_NEGATIVE,AXIS,VMIN_BUS_33,0,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,AXIS,P30_POSITIVE,AXIS,VMAX_BUS_30,-116.655227181967,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,0.000000,BASE,VMAX_BUS_13,-129.598230376669,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,10.000000,BASE,VMAX_BUS_13,-132.492856398766,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,100.000000,BASE,VMAX_BUS_30,-140.196305047085,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,105.000000,ADAPTIVE,VMAX_BUS_30,-136.212992065586,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,110.000000,BASE,VMAX_BUS_30,-130.18462918102,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,115.000000,ADAPTIVE,VMAX_BUS_30,-121.61189546394,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,120.000000,BASE,VMAX_BUS_30,-109.430866006081,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,125.000000,ADAPTIVE,VMAX_BUS_30,-90.2746411436301,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,130.000000,BASE,VMAX_BUS_30,-58.8500789926247,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,135.000000,ADAPTIVE,VMAX_BUS_30,0,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,145.000000,ADAPTIVE,VMIN_BUS_18,-126.352739655629,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,150.000000,BASE,VMIN_BUS_18,-124.527948866789,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,155.000000,ADAPTIVE,VMIN_BUS_18,-94.7973419344679,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,160.000000,BASE,VMIN_BUS_18,-72.3146146371662,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,165.000000,ADAPTIVE,VMIN_BUS_18,-54.8922623604271,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,170.000000,BASE,VMIN_BUS_18,-41.2847678212146,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,180.000000,BASE,VMIN_BUS_18,-21.749310010651,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,190.000000,BASE,VMIN_BUS_18,-9.63626079266862,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,20.000000,BASE,VMAX_BUS_13,-133.299440124036,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,200.000000,BASE,VMIN_BUS_18,-2.59417717785254,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,210.000000,BASE,VMIN_BUS_18,0,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,220.000000,BASE,VMIN_BUS_18,-2.29651238583267,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,225.000000,ADAPTIVE,VMIN_BUS_18,-5.80752424193599,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,230.000000,BASE,VMIN_BUS_33,-5.39258019476142,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,240.000000,BASE,VMIN_BUS_33,-0.349240112215057,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,250.000000,BASE,VMIN_BUS_33,-1.10194389964977,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,260.000000,BASE,VMIN_BUS_33,-6.22393180288441,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,270.000000,BASE,VMIN_BUS_33,-15.9537578515922,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,280.000000,BASE,VMIN_BUS_33,-31.265094667689,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,290.000000,BASE,VMIN_BUS_33,-55.1389653164049,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,295.000000,ADAPTIVE,VMIN_BUS_33,-71.8073398902892,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,30.000000,BASE,VMAX_BUS_13,-132.767688177582,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,300.000000,BASE,VMIN_BUS_33,-93.356910104991,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,305.000000,ADAPTIVE,VMIN_BUS_33,-121.502876585017,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,310.000000,BASE,VMIN_BUS_33,-159.350864682281,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,320.000000,BASE,VMAX_BUS_13,0,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,325.000000,ADAPTIVE,VMAX_BUS_13,-56.4964986744576,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,330.000000,BASE,VMAX_BUS_13,-84.685989963114,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,335.000000,ADAPTIVE,VMAX_BUS_13,-101.25033041705,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 18:00:00,RAY,340.000000,BASE,VMAX_BUS_13,-111.739195430819,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
