timestamp,geometry_stage,vertex_count,minimum_edge_length_kw,maximum_edge_length_kw,maximum_to_minimum_edge_length_ratio,minimum_normalized_vertex_radius,maximum_normalized_vertex_radius,longest_radius_vertex_count,longest_radius_vertex_angles_deg,nearest_guard_deviations_for_longest_vertices_deg,stored_guard_direction_count,active_guard_cap_count,active_guard_cap_ids,guard_alignment_threshold_deg,guard_alignment_classification
2011-09-30 05:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,7,84.0481859103258,4944.4907865887,58.8292386448907,1.01679005528604,2.00723760888404,1,139.867056363272,4.86705636327187,3,3,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_ADAPTIVE_325DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-09-30 11:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4190.88516610316,5676.24779011756,1.35442694446232,1.03176740725136,2.34658890044161,1,319.32998888797,0.670011112029556,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-09-30 11:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,573.846216675198,4943.02206523822,8.61384447888765,1.03176740725136,2.00876276896994,1,140.353674812297,5.35367481229673,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-11-14 17:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4173.84756770523,5716.56789156034,1.36961587571903,0.973258839060837,2.34557764370148,1,140.537517806101,0.537517806100965,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-11-14 17:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,511.091232173335,5063.22726853165,9.90669952799048,0.973258839060837,2.00948668740656,1,145.569591764383,5.56959176438261,2,2,GUARD_CAP_ADAPTIVE_315DEG;GUARD_CAP_BASE_140DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-11-14 19:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4162.47931784367,5710.50118824782,1.37189899389244,0.957360795566101,2.34472245278821,1,140.859639195292,0.859639195291521,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-11-14 19:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,493.265641041696,5079.92764361572,10.2985637371534,0.957360795566101,2.01074999590145,1,145.927293313372,5.92729331337247,2,2,GUARD_CAP_ADAPTIVE_315DEG;GUARD_CAP_BASE_140DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-12-15 05:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4116.51199390598,5685.35765720779,1.38111043175006,1.01218698294137,2.31653482808412,1,135.968347075575,0.968347075575394,3,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-12-15 05:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,7,99.874782841602,4944.86613504122,49.5106571884478,1.01218698294137,2.00680129460668,1,139.718500118755,4.71850011875497,3,3,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_ADAPTIVE_325DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-04 03:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4117.50511117424,5686.0027983067,1.38093399881298,1.01029604719179,2.31663050424255,1,135.909292431369,0.909292431368954,3,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
