timestamp,level,normalized_angle_deg,physical_displacement_angle_deg,quadrant,sector_30deg,p13_guard_endpoint_kw,p30_guard_endpoint_kw,displacement_p13_kw,displacement_p30_kw,displacement_norm_kw,s13_relevant_kw,s30_relevant_kw,maximum_component_to_20mw_axis_guard_ratio,adaptive_trigger,downstream_semantic_class
2011-05-11 18:00:00,ADAPTIVE,315.0,304.76461100342453,Q4,300-330,2910.75851415,-2368.11838388,2261.30538915,-3257.88400888,3965.7673000713053,1598.984375,2303.671875,0.162894200444,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2012-08-04 03:30:00,ADAPTIVE,135.0,124.91512045482783,Q2,120-150,-2371.8132355,3007.23591529,-2238.7663605,3207.39216529,3911.44977199888,1583.046875,2267.96875,0.1603696082645,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2012-08-04 03:30:00,ADAPTIVE,325.0,314.90962435330266,Q4,300-330,2460.46529272,-2801.86311676,2593.51216772,-2601.70686676,3673.5791790374997,1583.046875,2267.96875,0.130085343338,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2010-07-03 00:00:00,ADAPTIVE,135.0,124.87653131127136,Q2,120-150,-2184.49264679,3288.04778396,-2244.18014679,3219.76653396,3924.6963021939896,1586.875,2276.71875,0.16098832669799998,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2012-08-31 11:30:00,ADAPTIVE,135.0,124.90656705436513,Q2,120-150,-2331.38795028,3068.04492615,-2239.98170028,3210.15430115,3914.4103840528937,1583.90625,2269.921875,0.1605077150575,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2010-07-01 07:30:00,ADAPTIVE,135.0,124.80253613881867,Q2,120-150,-1803.48313199,3859.86568391,-2255.67063199,3245.17818391,3952.1173369913463,1595.0,2294.6875,0.16225890919549998,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2010-07-01 07:30:00,ADAPTIVE,315.0,304.80253613881865,Q4,300-330,2707.85813199,-2630.49068391,2255.67063199,-3245.17818391,3952.1173369913463,1595.0,2294.6875,0.16225890919549998,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2012-08-24 12:00:00,ADAPTIVE,135.0,124.90354403368391,Q2,120-150,-2315.57989202,3091.46117006,-2240.42364202,3211.14867006,3915.4787545012,1584.21875,2270.625,0.160557433503,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2010-07-02 17:30:00,ADAPTIVE,315.0,304.72089052478077,Q4,300-330,3157.79722152,-2049.33523429,2268.26597152,-3273.24148429,3982.353617150613,1603.90625,2314.53125,0.1636620742145,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2012-08-05 23:30:00,ADAPTIVE,135.0,124.89488569826726,Q2,120-150,-2267.56307767,3163.61726223,-2241.85995267,3214.24226223,3918.837757255455,1585.234375,2272.8125,0.1607121131115,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2010-07-02 18:00:00,ADAPTIVE,315.0,304.7312850117455,Q4,300-330,3091.62209414,-2134.73275864,2266.38771914,-3269.26400864,3978.0146369335416,1602.578125,2311.71875,0.163463200432,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-09-30 05:30:00,ADAPTIVE,135.0,124.90774032372285,Q2,120-150,-2342.82100854,3050.63090311,-2239.53975854,3209.38090311,3913.5232350566876,1583.59375,2269.375,0.1604690451555,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-09-30 05:30:00,ADAPTIVE,325.0,314.90176173921606,Q4,300-330,2491.12686527,-2762.07005049,2594.40811527,-2603.32005049,3675.35423515368,1583.59375,2269.375,0.1301660025245,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-09-11 00:00:00,ADAPTIVE,135.0,124.89343843161463,Q2,120-150,-2263.2204381,3169.96434353,-2241.9704381,3214.57371853,3919.172825632738,1585.3125,2273.046875,0.1607286859265,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-09-30 11:30:00,ADAPTIVE,135.0,124.89460730242095,Q2,120-150,-2276.84099636,3149.73782049,-2241.52849636,3213.80032049,3918.2856582918444,1585.0,2272.5,0.1606900160245,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2012-09-03 07:00:00,ADAPTIVE,135.0,124.84773846888214,Q2,120-150,-2031.97789548,3517.30730437,-2248.93102048,3230.04167937,3935.8429828112535,1590.234375,2283.984375,0.1615020839685,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-11-14 17:30:00,ADAPTIVE,315.0,304.76653959833646,Q4,300-330,2901.94379328,-2379.67533171,2261.08441828,-3257.33158171,3965.187483561651,1598.828125,2303.28125,0.1628665790855,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2010-11-26 18:00:00,ADAPTIVE,135.0,124.85955318551179,Q2,120-150,-2105.82957635,3406.54080569,-2246.61082635,3225.29080569,3930.618397446066,1588.59375,2280.625,0.1612645402845,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-11-14 19:30:00,ADAPTIVE,315.0,304.75770458540836,Q4,300-330,2950.92586849,-2316.33031344,2262.41024349,-3260.31468844,3968.3941308174135,1599.765625,2305.390625,0.16301573442199999,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
