timestamp,delta_r_0,delta_r_90,delta_r_180,delta_r_270,R13,R30,absolute_R13,absolute_R30,relative_R13,relative_R30,binding_mechanism_0,binding_bus_0,binding_mechanism_90,binding_bus_90,binding_mechanism_180,binding_bus_180,binding_mechanism_270,binding_bus_270
2011-09-30 11:30:00,0.013085937500000089,0.007031250000000044,-0.011132812499999978,-0.006249999999999978,0.001953125000000111,0.0007812500000000666,0.001953125000000111,0.0007812500000000666,0.1612903225806539,0.11764705882353925,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-11-14 17:30:00,-0.18027343750000002,-0.12968749999999996,0.15361328124999996,0.11337890624999991,-0.026660156250000067,-0.016308593750000044,0.026660156250000067,0.016308593750000044,0.15969581749049472,0.1341904379268787,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-11-14 19:30:00,-0.19394531250000002,-0.13925781250000002,0.16533203124999996,0.12177734375000004,-0.028613281250000067,-0.017480468749999978,0.028613281250000067,0.017480468749999978,0.1592824136993752,0.1339319117096893,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-12-15 05:30:00,0.03867187499999991,0.025195312499999956,-0.03281250000000002,-0.022167968750000044,0.005859374999999889,0.003027343749999911,0.005859374999999889,0.003027343749999911,0.16393442622950524,0.127835051546388,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2012-08-04 03:30:00,0.041015625,0.02695312499999991,-0.034960937499999956,-0.023632812500000044,0.006054687500000044,0.0033203124999998668,0.006054687500000044,0.0033203124999998668,0.1593830334190244,0.13127413127412613,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2012-08-05 23:30:00,0.010351562499999911,0.005273437500000089,-0.008886718750000022,-0.004492187500000022,0.001464843749999889,0.0007812500000000666,0.001464843749999889,0.0007812500000000666,0.15228426395937986,0.16000000000001183,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2012-08-24 12:00:00,0.024609375000000044,0.015234374999999911,-0.020898437499999978,-0.013378906250000044,0.0037109375000000666,0.0018554687499998668,0.0037109375000000666,0.0018554687499998668,0.16309012875536766,0.129692832764496,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2012-08-31 11:30:00,0.029101562499999956,0.0185546875,-0.02490234375,-0.016210937500000022,0.004199218749999956,0.002343749999999978,0.004199218749999956,0.002343749999999978,0.1555153707052426,0.13483146067415594,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2012-09-03 07:00:00,-0.05898437499999998,-0.0439453125,0.05019531250000009,0.03847656250000009,-0.008789062499999889,-0.005468749999999911,0.008789062499999889,0.005468749999999911,0.16100178890876352,0.13270142180094557,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2012-10-15 13:00:00,0.03847656250000009,0.025195312499999956,-0.03281250000000002,-0.022070312500000022,0.005664062500000067,0.0031249999999999334,0.005664062500000067,0.0031249999999999334,0.15890410958904272,0.13223140495867494,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2013-04-07 02:00:00,-0.015039062499999978,-0.012890625000000044,0.012792968749999911,0.01123046875,-0.0022460937500000666,-0.0016601562500000444,0.0022460937500000666,0.0016601562500000444,0.16140350877193527,0.13765182186235161,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2013-04-17 05:30:00,0.05214843750000009,0.034960937499999956,-0.04443359375,-0.030566406249999956,0.007714843750000089,0.00439453125,0.007714843750000089,0.00439453125,0.15975733063700878,0.13412816691505233,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
