rank,date,complete_48_intervals,stress_index,critical_slot,critical_time,daily_pv_energy_index,daily_load_energy_index,max_pv_profile,min_load_multiplier_during_active_pv
296,2010-09-29,True,4.0396791278627635,22,2010-09-29 11:00:00,5.346911536492244,5.1091129312722625,0.783105750722734,0.18145754134337502
297,2011-09-12,True,4.038303171001528,23,2011-09-12 11:30:00,5.265220252226432,5.762512142180437,0.7411534839711161,0.17962032451101498
298,2011-05-12,True,4.035937323066082,24,2011-05-12 12:00:00,4.707260081001165,6.896861621116004,0.7817344107473043,0.19094343242951545
299,2012-02-20,True,4.031414371771473,26,2012-02-20 13:00:00,4.737952414642025,5.154366987659949,0.820196806456371,0.17267679614328357
300,2011-09-01,True,4.031266056932404,23,2011-09-01 11:30:00,4.266309652751371,5.232507465192418,0.6656396810616866,0.16511926319450265
301,2012-10-08,True,4.020882948486929,28,2012-10-08 14:00:00,4.3626336568021955,4.665901159653186,0.6565741934686294,0.15409596220034305
302,2012-04-27,True,4.020439780609816,22,2012-04-27 11:00:00,4.150375059000453,4.822541883027332,0.6932261165204013,0.16948445201290385
303,2012-09-29,True,4.01766196104792,26,2012-09-29 13:00:00,4.608632459848649,4.591623394533922,0.761094642257062,0.16873133701895987
304,2012-12-08,True,4.009102864506103,25,2012-12-08 12:30:00,6.498465316735198,5.109911616918707,0.8883037685153287,0.15535035437178454
305,2012-08-08,True,4.007223933909987,26,2012-08-08 13:00:00,4.802993881933404,6.691439912696227,0.7724185098222996,0.15353232518258236
306,2012-09-02,True,4.005097306757856,24,2012-09-02 12:00:00,5.62406378165883,6.092079101058921,0.834426287292793,0.19713144734790794
307,2013-01-31,True,3.9947705282467725,26,2013-01-31 13:00:00,6.540532110400014,5.55077410147865,0.9191799935897791,0.1872737956755849
308,2012-08-07,True,3.994370238039654,25,2012-08-07 12:30:00,4.737771011094276,6.9382013982994994,0.7595172593205827,0.17029033302553165
309,2011-08-04,True,3.9940471808963784,22,2011-08-04 11:00:00,4.399351438101178,5.642577380167175,0.7170851998033055,0.1604998381042609
310,2010-10-05,True,3.991137322996916,28,2010-10-05 14:00:00,4.983210615403656,4.806993895931022,0.7523657768578009,0.1765814815258972
311,2011-08-24,True,3.9860265156715244,26,2011-08-24 13:00:00,4.2502320748383005,5.736183098084835,0.7127591131696183,0.16579322916042077
312,2012-10-14,True,3.980109883862203,26,2012-10-14 13:00:00,5.820950072562158,5.111985081607447,0.8645821820464007,0.20931799920850977
313,2012-01-18,True,3.9776776591636556,27,2012-01-18 13:30:00,6.061870662295261,5.304654202693467,0.8660382190650803,0.18769112691426723
314,2012-07-25,True,3.9770991330691094,23,2012-07-25 11:30:00,4.01174597049742,6.323309388753645,0.7032836410541672,0.16023360955544644
315,2012-04-13,True,3.9767763304279407,25,2012-04-13 12:30:00,4.994762828778107,4.687113099164139,0.7193366386139429,0.16401357525753424
316,2010-11-10,True,3.974313168979708,27,2010-11-10 13:30:00,5.168350697107169,4.946677539664458,0.7661745214992807,0.17929653303272697
317,2012-10-22,True,3.9742687287254435,28,2012-10-22 14:00:00,4.4167652750501505,4.80583064506458,0.6662846963415875,0.1619149267871491
318,2011-04-09,True,3.973293007266615,22,2011-04-09 11:00:00,5.579595421444321,5.053023852638901,0.8388807046504165,0.19599218103541324
319,2013-05-17,True,3.9715172019224307,24,2013-05-17 12:00:00,4.220715060780494,5.452456617938049,0.7140968513171114,0.16670943912120598
