root_voltage_pu,timestamp,load_multiplier,operational_solver_status,diagnostic_solver_status,primal_available,failure_reason
1,2011-02-01 20:00:00,0.875181982803074,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 20:30:00,0.855999136556059,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 21:00:00,0.838675093239953,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 21:30:00,0.747135644644849,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 22:00:00,0.637638960509432,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 16:00:00,0.634580929881157,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 16:30:00,0.672973005384532,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 17:00:00,0.706107666662669,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 17:30:00,0.7521148380443,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 18:00:00,0.754302229364289,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 18:30:00,0.758525909314402,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 19:00:00,0.715641526856705,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 19:30:00,0.695376977226667,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 20:00:00,0.730735006655714,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 20:30:00,0.736054780721217,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 21:00:00,0.732593809586626,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-02 21:30:00,0.68856776236104,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 15:00:00,0.645429143631502,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 15:30:00,0.721738400470097,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 16:00:00,0.8046841833859,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 16:30:00,0.840557880724814,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 17:00:00,0.874474438461631,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 17:30:00,0.895293031287851,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 18:00:00,0.85457925096238,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 18:30:00,0.789125403240314,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 19:00:00,0.748423615191817,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 19:30:00,0.681957619293176,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 20:00:00,0.661961696667346,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 20:30:00,0.617201722090973,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-03 21:00:00,0.602163406766043,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-04 16:00:00,0.599059805485268,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-04 16:30:00,0.61824025327689,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
